Date_start,Date_end,Duration,Current1_Ah,Current2_Ah,Current3_Ah,Total_Ah,Power_kW
2/1/2018 0:00,2/1/2018 1:00,,182.328,175.514,164.53,522.372,109.3324596
2/1/2018 1:00,2/1/2018 2:00,,177.147,173.198,155.255,505.6,105.82208
2/1/2018 2:00,2/1/2018 3:00,,180.849,174.815,159.155,514.819,107.7516167
2/1/2018 3:00,2/1/2018 4:00,,177.141,174.939,154.938,507.019,106.1190767
2/1/2018 4:00,2/1/2018 5:00,,176.923,171.482,153.855,502.259,105.1228087
2/1/2018 5:00,2/1/2018 6:00,,185.01,176.375,155.476,516.861,108.1790073
2/1/2018 6:00,2/1/2018 7:00,,209.131,204.764,159.877,573.772,120.0904796
2/1/2018 7:00,2/1/2018 8:00,,236.183,272.969,201.289,710.441,148.6953013
2/1/2018 8:00,2/1/2018 9:00,,288.915,338.84,274.029,901.783,188.7431819
2/1/2018 9:00,2/1/2018 10:00,,373.035,439.127,402.745,1214.907,254.2800351
2/1/2018 10:00,2/1/2018 11:00,,426.265,483.754,450.356,1360.375,284.7264875
2/1/2018 11:00,2/1/2018 12:00,,456.569,503.559,471.949,1432.077,299.7337161
2/1/2018 12:00,2/1/2018 13:00,,440.221,483.504,443.577,1367.302,286.1763086
2/1/2018 13:00,2/1/2018 14:00,,440.866,492.208,448.693,1381.767,289.2038331
2/1/2018 14:00,2/1/2018 15:00,,481.632,523.496,471.845,1476.973,309.1304489
2/1/2018 15:00,2/1/2018 16:00,,459.271,515.63,484.925,1459.826,305.5415818
2/1/2018 16:00,2/1/2018 17:00,,441.67,495.921,442.69,1380.28,288.892604
2/1/2018 17:00,2/1/2018 18:00,,387.741,442.902,396.46,1227.103,256.8326579
2/1/2018 18:00,2/1/2018 19:00,,293.556,318.743,277.17,889.469,186.1658617
2/1/2018 19:00,2/1/2018 20:00,,248.109,263.973,221.682,733.764,153.5768052
2/1/2018 20:00,2/1/2018 21:00,,219.021,222.492,186.74,628.252,131.4931436
2/1/2018 21:00,2/1/2018 22:00,,206.441,218.17,182.279,606.891,127.0222863
2/1/2018 22:00,2/1/2018 23:00,,203.713,207.552,180.313,591.578,123.8172754
2/1/2018 23:00,3/1/2018 0:00,,199.55,198.982,174.746,573.278,119.9870854
3/1/2018 0:00,3/1/2018 1:00,,200.886,198.504,173.867,573.257,119.9826901
3/1/2018 1:00,3/1/2018 2:00,,197.117,196.89,171.6,565.607,118.3815451
3/1/2018 2:00,3/1/2018 3:00,,197.13,196.319,170.351,563.799,118.0031307
3/1/2018 3:00,3/1/2018 4:00,,194.476,195.202,170.045,559.723,117.1500239
3/1/2018 4:00,3/1/2018 5:00,,189.284,195.176,166.117,550.577,115.2357661
3/1/2018 5:00,3/1/2018 6:00,,196.655,199.056,165.632,561.344,117.4892992
3/1/2018 6:00,3/1/2018 7:00,,213,219.505,171.824,604.329,126.4860597
3/1/2018 7:00,3/1/2018 8:00,,238.049,260.932,203.192,702.174,146.9650182
3/1/2018 8:00,3/1/2018 9:00,,323.145,361.194,308.617,992.956,207.8256908
3/1/2018 9:00,3/1/2018 10:00,,394.929,424.596,386.972,1206.497,252.5198221
3/1/2018 10:00,3/1/2018 11:00,,464.726,461.173,422.882,1348.782,282.3000726
3/1/2018 11:00,3/1/2018 12:00,,481.89,482.006,457.472,1421.369,297.4925317
3/1/2018 12:00,3/1/2018 13:00,,429.505,451.465,411.703,1292.673,270.5564589
3/1/2018 13:00,3/1/2018 14:00,,435.644,468.16,433.27,1337.073,279.8493789
3/1/2018 14:00,3/1/2018 15:00,,452.031,491.455,433.145,1376.631,288.1288683
3/1/2018 15:00,3/1/2018 16:00,,458.285,485.384,435.528,1379.197,288.6659321
3/1/2018 16:00,3/1/2018 17:00,,446.475,472.372,411.531,1330.377,278.4479061
3/1/2018 17:00,3/1/2018 18:00,,380.54,412.599,378.053,1171.193,245.1306949
3/1/2018 18:00,3/1/2018 19:00,,309.247,337.601,299.637,946.484,198.0991012
3/1/2018 19:00,3/1/2018 20:00,,273.011,303.845,269.059,845.915,177.0500095
3/1/2018 20:00,3/1/2018 21:00,,223.712,232.852,203.164,659.728,138.0810704
3/1/2018 21:00,3/1/2018 22:00,,222.256,231.444,203.672,657.372,137.5879596
3/1/2018 22:00,3/1/2018 23:00,,225.807,231.887,205.585,663.279,138.8242947
3/1/2018 23:00,4/1/2018 0:00,,227.53,228.313,202.736,658.579,137.8405847
4/1/2018 0:00,4/1/2018 1:00,,211.51,212.842,196.647,620.999,129.9750907
4/1/2018 1:00,4/1/2018 2:00,,206.663,212.447,190.268,609.378,127.5428154
4/1/2018 2:00,4/1/2018 3:00,,207.522,209.929,188.461,605.912,126.8173816
4/1/2018 3:00,4/1/2018 4:00,,203.635,206.072,181.053,590.761,123.6462773
4/1/2018 4:00,4/1/2018 5:00,,199.822,198.816,179.949,578.588,121.0984684
4/1/2018 5:00,4/1/2018 6:00,,198.632,196.307,169.563,564.503,118.1504779
4/1/2018 6:00,4/1/2018 7:00,,218.256,210.738,181.263,610.257,127.7267901
4/1/2018 7:00,4/1/2018 8:00,,239.972,270.768,202.957,713.697,149.3767821
4/1/2018 8:00,4/1/2018 9:00,,341.736,368.444,311.244,1021.424,213.7840432
4/1/2018 9:00,4/1/2018 10:00,,402.953,419.695,380.311,1202.959,251.7793187
4/1/2018 10:00,4/1/2018 11:00,,482.114,494.357,444.943,1421.413,297.5017409
4/1/2018 11:00,4/1/2018 12:00,,515.25,518.385,468.159,1501.794,314.3254842
4/1/2018 12:00,4/1/2018 13:00,,474.289,470.414,421.414,1366.117,285.9282881
4/1/2018 13:00,4/1/2018 14:00,,469.295,458.92,425.341,1353.555,283.2990615
4/1/2018 14:00,4/1/2018 15:00,,487.733,482.953,436.897,1407.583,294.6071219
4/1/2018 15:00,4/1/2018 16:00,,499.225,514.865,462.445,1476.536,309.0389848
4/1/2018 16:00,4/1/2018 17:00,,487.001,489.522,452.431,1428.954,299.0800722
4/1/2018 17:00,4/1/2018 18:00,,446.651,456.213,430.76,1333.624,279.1275032
4/1/2018 18:00,4/1/2018 19:00,,381.875,391.317,355.827,1129.019,236.3036767
4/1/2018 19:00,4/1/2018 20:00,,324.499,327.31,283.527,935.336,195.7658248
4/1/2018 20:00,4/1/2018 21:00,,248.645,253.941,217.835,720.42,150.783906
4/1/2018 21:00,4/1/2018 22:00,,232.19,245.734,205.988,683.913,143.1429909
4/1/2018 22:00,4/1/2018 23:00,,214.368,222.675,191.509,628.552,131.5559336
4/1/2018 23:00,5/1/2018 0:00,,210.564,219.254,189.054,618.872,129.5299096
5/1/2018 0:00,5/1/2018 1:00,,201.767,207.451,180.702,589.921,123.4704653
5/1/2018 1:00,5/1/2018 2:00,,201.816,208.461,179.668,589.946,123.4756978
5/1/2018 2:00,5/1/2018 3:00,,200.648,207.175,178.118,585.941,122.6374513
5/1/2018 3:00,5/1/2018 4:00,,197.022,202.255,176.623,575.9,120.53587
5/1/2018 4:00,5/1/2018 5:00,,195.635,199.978,170.887,566.5,118.56845
5/1/2018 5:00,5/1/2018 6:00,,197.646,202.569,171.101,571.315,119.5762295
5/1/2018 6:00,5/1/2018 7:00,,210.478,217.922,174.89,603.291,126.2688063
5/1/2018 7:00,5/1/2018 8:00,,261.022,277.251,217.651,755.923,158.2146839
5/1/2018 8:00,5/1/2018 9:00,,332.089,365.062,308.63,1005.781,210.5099633
5/1/2018 9:00,5/1/2018 10:00,,419.476,435.64,399.355,1254.471,262.5607803
5/1/2018 10:00,5/1/2018 11:00,,483.594,492.057,464.594,1440.245,301.4432785
5/1/2018 11:00,5/1/2018 12:00,,482.848,493.52,466.736,1443.104,302.0416672
5/1/2018 12:00,5/1/2018 13:00,,447.149,450.646,431.394,1329.19,278.199467
5/1/2018 13:00,5/1/2018 14:00,,481.65,493.786,479.493,1454.93,304.516849
5/1/2018 14:00,5/1/2018 15:00,,570.46,586.848,554.034,1711.343,358.1840899
5/1/2018 15:00,5/1/2018 16:00,,582.143,584.451,552.263,1718.857,359.7567701
5/1/2018 16:00,5/1/2018 17:00,,493.011,491.8,440.904,1425.715,298.4021495
5/1/2018 17:00,5/1/2018 18:00,,443.064,461.512,406.77,1311.346,274.4647178
5/1/2018 18:00,5/1/2018 19:00,,348.347,356.666,310.875,1015.887,212.6251491
5/1/2018 19:00,5/1/2018 20:00,,295.4,322.168,264.07,881.638,184.5268334
5/1/2018 20:00,5/1/2018 21:00,,241.107,237.797,204.469,683.373,143.0299689
5/1/2018 21:00,5/1/2018 22:00,,220.591,209.175,180.312,610.077,127.6891161
5/1/2018 22:00,5/1/2018 23:00,,217.424,206.44,178.323,602.188,126.0379484
5/1/2018 23:00,6/1/2018 0:00,,214.693,201.244,171.92,587.857,123.0384701
6/1/2018 0:00,6/1/2018 1:00,,212.799,204.905,175.592,593.295,124.1766435
6/1/2018 1:00,6/1/2018 2:00,,206.057,201.219,175.136,582.412,121.8988316
6/1/2018 2:00,6/1/2018 3:00,,204.453,206.6,178.364,589.416,123.3647688
6/1/2018 3:00,6/1/2018 4:00,,200.247,200.114,171.017,571.377,119.5892061
6/1/2018 4:00,6/1/2018 5:00,,185.356,188.813,159.329,533.498,111.6611314
6/1/2018 5:00,6/1/2018 6:00,,185.82,189.222,159.47,534.512,111.8733616
6/1/2018 6:00,6/1/2018 7:00,,191.956,190.486,161.687,544.129,113.8861997
6/1/2018 7:00,6/1/2018 8:00,,199.705,200.101,162.052,561.859,117.5970887
6/1/2018 8:00,6/1/2018 9:00,,222.279,225.643,168.545,616.467,129.0265431
6/1/2018 9:00,6/1/2018 10:00,,231.204,234.85,177.591,643.644,134.7146892
6/1/2018 10:00,6/1/2018 11:00,,226.559,231.421,180.293,638.274,133.5907482
6/1/2018 11:00,6/1/2018 12:00,,222.691,242.821,187.199,652.711,136.6124123
6/1/2018 12:00,6/1/2018 13:00,,218.66,222.119,177.349,618.128,129.3741904
6/1/2018 13:00,6/1/2018 14:00,,203.772,212.135,167.941,583.848,122.1993864
6/1/2018 14:00,6/1/2018 15:00,,199.182,214.004,173.899,587.085,122.8768905
6/1/2018 15:00,6/1/2018 16:00,,196.432,206.739,169.164,572.335,119.7897155
6/1/2018 16:00,6/1/2018 17:00,,197.446,206.821,169.505,573.772,120.0904796
6/1/2018 17:00,6/1/2018 18:00,,196.496,198.094,174.048,568.638,119.0159334
6/1/2018 18:00,6/1/2018 19:00,,191.126,192.381,168.922,552.429,115.6233897
6/1/2018 19:00,6/1/2018 20:00,,196.324,197.329,170.867,564.52,118.154036
6/1/2018 20:00,6/1/2018 21:00,,204.62,210.468,178.174,593.262,124.1697366
6/1/2018 21:00,6/1/2018 22:00,,218.661,234.941,191.864,645.466,135.0960338
6/1/2018 22:00,6/1/2018 23:00,,214.925,229.725,188.978,633.628,132.6183404
6/1/2018 23:00,7/1/2018 0:00,,220.521,233.585,190.738,644.844,134.9658492
7/1/2018 0:00,7/1/2018 1:00,,223.399,234.217,190.381,647.997,135.6257721
7/1/2018 1:00,7/1/2018 2:00,,226.744,237.42,194.702,658.866,137.9006538
7/1/2018 2:00,7/1/2018 3:00,,221.688,231.827,188.482,641.996,134.3697628
7/1/2018 3:00,7/1/2018 4:00,,222.873,231.504,189.977,644.353,134.8630829
7/1/2018 4:00,7/1/2018 5:00,,221.97,232.395,190.728,645.092,135.0177556
7/1/2018 5:00,7/1/2018 6:00,,221.392,230.587,198.669,650.647,136.1804171
7/1/2018 6:00,7/1/2018 7:00,,220.075,234.431,202.899,657.405,137.5948665
7/1/2018 7:00,7/1/2018 8:00,,216.915,232.64,200.864,650.419,136.1326967
7/1/2018 8:00,7/1/2018 9:00,,201.173,214.988,173.528,589.689,123.4219077
7/1/2018 9:00,7/1/2018 10:00,,184.493,193.881,163.359,541.733,113.3847169
7/1/2018 10:00,7/1/2018 11:00,,190.699,195.112,166.421,552.232,115.5821576
7/1/2018 11:00,7/1/2018 12:00,,210.021,219.382,182.304,611.707,128.0302751
7/1/2018 12:00,7/1/2018 13:00,,230.065,245.705,197.398,673.168,140.8940624
7/1/2018 13:00,7/1/2018 14:00,,214.439,225.78,182.689,622.908,130.3746444
7/1/2018 14:00,7/1/2018 15:00,,288.218,288.087,239.876,816.18,170.826474
7/1/2018 15:00,7/1/2018 16:00,,311.724,309.967,261.155,882.846,184.7796678
7/1/2018 16:00,7/1/2018 17:00,,318.903,329.66,272.535,921.098,192.7858114
7/1/2018 17:00,7/1/2018 18:00,,327.173,335.881,285.534,948.588,198.5394684
7/1/2018 18:00,7/1/2018 19:00,,319.367,328.999,280.795,929.161,194.4733973
7/1/2018 19:00,7/1/2018 20:00,,226.91,236.936,201.24,665.086,139.2024998
7/1/2018 20:00,7/1/2018 21:00,,221.633,230.089,199.176,650.898,136.2329514
7/1/2018 21:00,7/1/2018 22:00,,218.347,228.103,193.515,639.964,133.9444652
7/1/2018 22:00,7/1/2018 23:00,,210.643,217.498,185.949,614.09,128.529037
7/1/2018 23:00,8/1/2018 0:00,,213.191,218.764,188.566,620.521,129.8750453
8/1/2018 0:00,8/1/2018 1:00,,214.322,217.683,185.575,617.58,129.259494
8/1/2018 1:00,8/1/2018 2:00,,195.438,199.109,173.074,567.622,118.8032846
8/1/2018 2:00,8/1/2018 3:00,,185.903,195.649,171.27,552.822,115.7056446
8/1/2018 3:00,8/1/2018 4:00,,186.858,194.784,176.292,557.934,116.7755862
8/1/2018 4:00,8/1/2018 5:00,,184.444,188.008,166.816,539.268,112.8687924
8/1/2018 5:00,8/1/2018 6:00,,197.824,192.72,177.36,567.904,118.8623072
8/1/2018 6:00,8/1/2018 7:00,,219.967,220.924,181.573,622.464,130.2817152
8/1/2018 7:00,8/1/2018 8:00,,247.183,275.601,232.058,754.841,157.9882213
8/1/2018 8:00,8/1/2018 9:00,,367.381,426.116,371.628,1165.125,243.8606625
8/1/2018 9:00,8/1/2018 10:00,,457.329,515.605,468.183,1441.117,301.6257881
8/1/2018 10:00,8/1/2018 11:00,,520.521,569.743,544.105,1634.369,342.0734317
8/1/2018 11:00,8/1/2018 12:00,,557.445,579.669,571.591,1708.705,357.6319565
8/1/2018 12:00,8/1/2018 13:00,,513.226,540.912,510.785,1564.923,327.5383839
8/1/2018 13:00,8/1/2018 14:00,,537.774,569.971,551.497,1659.243,347.2795599
8/1/2018 14:00,8/1/2018 15:00,,564.976,583.223,558.529,1706.728,357.2181704
8/1/2018 15:00,8/1/2018 16:00,,549.578,605.249,540.097,1694.924,354.7475932
8/1/2018 16:00,8/1/2018 17:00,,546.86,618.655,541.124,1706.639,357.1995427
8/1/2018 17:00,8/1/2018 18:00,,470.9,545.89,490.971,1507.76,315.574168
8/1/2018 18:00,8/1/2018 19:00,,397.79,452.346,415.948,1266.084,264.9913812
8/1/2018 19:00,8/1/2018 20:00,,342.522,382.814,351.904,1077.24,225.466332
8/1/2018 20:00,8/1/2018 21:00,,295.22,313.05,268.249,876.518,183.4552174
8/1/2018 21:00,8/1/2018 22:00,,238.282,249.503,217.356,705.14,147.585802
8/1/2018 22:00,8/1/2018 23:00,,214.261,220.196,194.309,628.766,131.6007238
8/1/2018 23:00,9/1/2018 0:00,,204.411,211.928,188.002,604.341,126.4885713
9/1/2018 0:00,9/1/2018 1:00,,207.451,213.619,188.541,609.611,127.5915823
9/1/2018 1:00,9/1/2018 2:00,,208.239,213.629,187.895,609.764,127.6236052
9/1/2018 2:00,9/1/2018 3:00,,206.173,210.414,186.745,603.332,126.2773876
9/1/2018 3:00,9/1/2018 4:00,,205.959,213.783,190.525,610.267,127.7288831
9/1/2018 4:00,9/1/2018 5:00,,204.104,208.892,186.575,599.572,125.4904196
9/1/2018 5:00,9/1/2018 6:00,,213.725,210.516,186.333,610.573,127.7929289
9/1/2018 6:00,9/1/2018 7:00,,249.326,249.563,201.475,700.363,146.5859759
9/1/2018 7:00,9/1/2018 8:00,,276.294,329.258,255.054,860.606,180.1248358
9/1/2018 8:00,9/1/2018 9:00,,369.063,446.203,361.005,1176.271,246.1935203
9/1/2018 9:00,9/1/2018 10:00,,483.777,533.795,488.802,1506.374,315.2840782
9/1/2018 10:00,9/1/2018 11:00,,531.019,571.486,541.137,1643.642,344.0142706
9/1/2018 11:00,9/1/2018 12:00,,550.612,584.865,558.355,1693.832,354.5190376
9/1/2018 12:00,9/1/2018 13:00,,549.672,577.635,560.122,1687.429,353.1788897
9/1/2018 13:00,9/1/2018 14:00,,570.994,563.574,549.726,1684.295,352.5229435
9/1/2018 14:00,9/1/2018 15:00,,563.978,590.354,588.492,1742.824,364.7730632
9/1/2018 15:00,9/1/2018 16:00,,564.594,585.45,563.004,1713.047,358.5407371
9/1/2018 16:00,9/1/2018 17:00,,551.639,580.96,545.086,1677.685,351.1394705
9/1/2018 17:00,9/1/2018 18:00,,449.677,491.971,444.776,1386.424,290.1785432
9/1/2018 18:00,9/1/2018 19:00,,360.811,386.069,344.914,1091.793,228.5122749
9/1/2018 19:00,9/1/2018 20:00,,339.517,365.977,311.52,1017.015,212.8612395
9/1/2018 20:00,9/1/2018 21:00,,283.062,287.363,250.383,820.807,171.7949051
9/1/2018 21:00,9/1/2018 22:00,,259.182,244.87,216.39,720.442,150.7885106
9/1/2018 22:00,9/1/2018 23:00,,221.171,213.631,190.329,625.131,130.8399183
9/1/2018 23:00,10/1/2018 0:00,,226.022,223.469,198.923,648.415,135.7132595
10/1/2018 0:00,10/1/2018 1:00,,226.908,223.25,196.175,646.333,135.2774969
10/1/2018 1:00,10/1/2018 2:00,,225.561,227.581,195.623,648.765,135.7865145
10/1/2018 2:00,10/1/2018 3:00,,218.43,222.643,195.343,636.416,133.2018688
10/1/2018 3:00,10/1/2018 4:00,,220.541,224.283,195.351,640.175,133.9886275
10/1/2018 4:00,10/1/2018 5:00,,221.798,224.245,192.977,639.02,133.746886
10/1/2018 5:00,10/1/2018 6:00,,224.905,225.496,192.445,642.845,134.5474585
10/1/2018 6:00,10/1/2018 7:00,,239.631,251.119,198.793,689.544,144.3215592
10/1/2018 7:00,10/1/2018 8:00,,273.269,304.038,241.007,818.314,171.2731202
10/1/2018 8:00,10/1/2018 9:00,,388.99,409.013,359.919,1157.923,242.3532839
10/1/2018 9:00,10/1/2018 10:00,,463.783,503.032,453.103,1419.918,297.1888374
10/1/2018 10:00,10/1/2018 11:00,,487.056,533.056,482.181,1502.293,314.4299249
10/1/2018 11:00,10/1/2018 12:00,,503.601,544.056,491.626,1539.283,322.1719319
10/1/2018 12:00,10/1/2018 13:00,,480.648,508.225,475.291,1464.164,306.4495252
10/1/2018 13:00,10/1/2018 14:00,,471.086,483.244,465.347,1419.677,297.1383961
10/1/2018 14:00,10/1/2018 15:00,,505.225,520.976,484.58,1510.781,316.2064633
10/1/2018 15:00,10/1/2018 16:00,,551.934,573.95,514.622,1640.507,343.3581151
10/1/2018 16:00,10/1/2018 17:00,,536.909,577.528,499.425,1613.862,337.7813166
10/1/2018 17:00,10/1/2018 18:00,,473.53,512.447,464.084,1450.06,303.497558
10/1/2018 18:00,10/1/2018 19:00,,401.083,404.248,376.491,1181.822,247.3553446
10/1/2018 19:00,10/1/2018 20:00,,348.232,358.377,313.152,1019.761,213.4359773
10/1/2018 20:00,10/1/2018 21:00,,296.426,286.617,261.434,844.477,176.7490361
10/1/2018 21:00,10/1/2018 22:00,,272.389,262.914,239.888,775.192,162.2476856
10/1/2018 22:00,10/1/2018 23:00,,241.036,236.745,207.233,685.015,143.3736395
10/1/2018 23:00,11/1/2018 0:00,,233.802,230.766,206.543,671.11,140.463323
11/1/2018 0:00,11/1/2018 1:00,,228.834,231.595,207.189,667.618,139.7324474
11/1/2018 1:00,11/1/2018 2:00,,226.939,231.591,205.464,663.995,138.9741535
11/1/2018 2:00,11/1/2018 3:00,,229.626,232.337,203.399,665.362,139.2602666
11/1/2018 3:00,11/1/2018 4:00,,227.482,233.086,205.763,666.331,139.4630783
11/1/2018 4:00,11/1/2018 5:00,,227,230.598,198.906,656.503,137.4060779
11/1/2018 5:00,11/1/2018 6:00,,218.635,219.301,195.849,633.784,132.6509912
11/1/2018 6:00,11/1/2018 7:00,,225.287,214.359,185.605,625.252,130.8652436
11/1/2018 7:00,11/1/2018 8:00,,269.143,290.63,237.608,797.382,166.8920526
11/1/2018 8:00,11/1/2018 9:00,,344.361,386.766,344.837,1075.963,225.1990559
11/1/2018 9:00,11/1/2018 10:00,,431.322,467.212,413.33,1311.864,274.5731352
11/1/2018 10:00,11/1/2018 11:00,,484.839,512.817,489.806,1487.462,311.3257966
11/1/2018 11:00,11/1/2018 12:00,,502.787,513.679,502.234,1518.701,317.8641193
11/1/2018 12:00,11/1/2018 13:00,,460.146,469.045,474.658,1403.849,293.8255957
11/1/2018 13:00,11/1/2018 14:00,,433.308,458.125,434.964,1326.397,277.6148921
11/1/2018 14:00,11/1/2018 15:00,,463.634,482.649,457.202,1403.485,293.7494105
11/1/2018 15:00,11/1/2018 16:00,,477.01,474.668,468.135,1419.812,297.1666516
11/1/2018 16:00,11/1/2018 17:00,,460.356,473.447,452.183,1385.986,290.0868698
11/1/2018 17:00,11/1/2018 18:00,,423.076,450.55,418.232,1291.857,270.3856701
11/1/2018 18:00,11/1/2018 19:00,,379.609,424.669,355.827,1160.106,242.8101858
11/1/2018 19:00,11/1/2018 20:00,,316.896,385.583,295.089,997.567,208.7907731
11/1/2018 20:00,11/1/2018 21:00,,289.354,334.349,257.047,880.75,184.340975
11/1/2018 21:00,11/1/2018 22:00,,283.112,306.198,236.666,825.976,172.8767768
11/1/2018 22:00,11/1/2018 23:00,,239.091,227.993,208.912,675.996,141.4859628
11/1/2018 23:00,12/1/2018 0:00,,236.54,224.254,209.469,670.262,140.2858366
12/1/2018 0:00,12/1/2018 1:00,,233.107,223.326,205.024,661.456,138.4427408
12/1/2018 1:00,12/1/2018 2:00,,224.426,221.418,199.039,644.883,134.9740119
12/1/2018 2:00,12/1/2018 3:00,,222.879,218.166,198.869,639.914,133.9340002
12/1/2018 3:00,12/1/2018 4:00,,222.825,222.864,199.681,645.37,135.075941
12/1/2018 4:00,12/1/2018 5:00,,221.722,219.333,196.647,637.702,133.4710286
12/1/2018 5:00,12/1/2018 6:00,,233.439,222.488,198.193,654.119,136.9071067
12/1/2018 6:00,12/1/2018 7:00,,238.827,229.804,179.856,648.487,135.7283291
12/1/2018 7:00,12/1/2018 8:00,,277.015,272.869,226.45,776.334,162.4867062
12/1/2018 8:00,12/1/2018 9:00,,373.573,429.788,365.381,1168.741,244.6174913
12/1/2018 9:00,12/1/2018 10:00,,468.418,511.643,460.811,1440.872,301.5745096
12/1/2018 10:00,12/1/2018 11:00,,506.884,526.394,512.942,1546.221,323.6240553
12/1/2018 11:00,12/1/2018 12:00,,565.391,558.813,562.495,1686.698,353.0258914
12/1/2018 12:00,12/1/2018 13:00,,485.872,500.318,484.898,1471.087,307.8985091
12/1/2018 13:00,12/1/2018 14:00,,476.381,507.327,487.945,1471.653,308.0169729
12/1/2018 14:00,12/1/2018 15:00,,501.299,536.213,523.118,1560.63,326.639859
12/1/2018 15:00,12/1/2018 16:00,,511.019,568.576,535.306,1614.901,337.9987793
12/1/2018 16:00,12/1/2018 17:00,,483.817,555.12,485.278,1524.215,319.0181995
12/1/2018 17:00,12/1/2018 18:00,,437.92,475.832,427.42,1341.172,280.7072996
12/1/2018 18:00,12/1/2018 19:00,,356.613,372.836,323.935,1053.384,220.4732712
12/1/2018 19:00,12/1/2018 20:00,,322.415,317.893,278.973,919.281,192.4055133
12/1/2018 20:00,12/1/2018 21:00,,277.562,278.886,240.849,797.296,166.8740528
12/1/2018 21:00,12/1/2018 22:00,,251.435,248.571,211.854,711.861,148.9925073
12/1/2018 22:00,12/1/2018 23:00,,237.772,237.96,203.4,679.132,142.1423276
12/1/2018 23:00,13-01-2018 00:00,,225.084,229.976,201.444,656.503,137.4060779
13-01-2018 00:00,13-01-2018 01:00,,193.741,192.008,170.401,556.149,116.4019857
13-01-2018 01:00,13-01-2018 02:00,,195.187,192.741,170.636,558.564,116.9074452
13-01-2018 02:00,13-01-2018 03:00,,193.23,190.433,171.342,555.005,116.1625465
13-01-2018 03:00,13-01-2018 04:00,,195.329,193.591,171.964,560.884,117.3930212
13-01-2018 04:00,13-01-2018 05:00,,193.915,192.328,168.544,554.787,116.1169191
13-01-2018 05:00,13-01-2018 06:00,,196.716,189.94,162.803,549.459,115.0017687
13-01-2018 06:00,13-01-2018 07:00,,210.79,203.831,175.295,589.915,123.4692095
13-01-2018 07:00,13-01-2018 08:00,,210.679,196.246,174.361,581.286,121.6631598
13-01-2018 08:00,13-01-2018 09:00,,228.292,215.921,178.863,623.076,130.4098068
13-01-2018 09:00,13-01-2018 10:00,,243.828,256.337,192.207,692.371,144.9132503
13-01-2018 10:00,13-01-2018 11:00,,241.402,233.645,187.309,662.355,138.6309015
13-01-2018 11:00,13-01-2018 12:00,,238.276,217.476,185.211,640.963,134.1535559
13-01-2018 12:00,13-01-2018 13:00,,246.51,223.584,191.745,661.84,138.523112
13-01-2018 13:00,13-01-2018 14:00,,222.353,222.134,177.27,621.757,130.1337401
13-01-2018 14:00,13-01-2018 15:00,,226.38,223.314,181.78,631.474,132.1675082
13-01-2018 15:00,13-01-2018 16:00,,226.245,211.564,181.707,619.516,129.6646988
13-01-2018 16:00,13-01-2018 17:00,,218.482,206.187,179.758,604.427,126.5065711
13-01-2018 17:00,13-01-2018 18:00,,204.753,191.684,171.227,567.664,118.8120752
13-01-2018 18:00,13-01-2018 19:00,,205.144,193.352,170.184,568.68,119.024724
